learning_rate,omega,phi_p,phi_g,x,y,best_value,epoch

0.3,0.4,1.0,1.0,3.93949327e-09,1.50551080e-09,0.9999999921210136,5054

0.3,0.4,1.0,1.2222222222222223,-2.44837673e-09,3.77543045e-09,1.000000004896755,5120

0.3,0.4,1.0,1.4444444444444444,-2.91263136e-09,3.65568177e-09,1.0000000058252643,5498

0.3,0.4,1.0,1.6666666666666665,4.19371680e-09,-2.88454658e-11,0.9999999916125664,5089

0.3,0.4,1.0,1.8888888888888888,-2.11369295e-09,3.73140976e-10,1.000000004227386,5945

0.3,0.4,1.0,2.111111111111111,2.41652405e-09,3.75141406e-10,0.9999999951669518,5119

0.3,0.4,1.0,2.333333333333333,1.67249368e-09,-1.46789882e-09,0.9999999966550128,5640

0.3,0.4,1.0,2.5555555555555554,-1.05324811e-09,-2.13492467e-09,1.0000000021064968,5367

0.3,0.4,1.0,2.7777777777777777,1.15020033e-09,-3.18981680e-09,0.9999999976996002,5184

0.3,0.4,1.0,3.0,3.47979572e-09,1.12790530e-09,0.9999999930404088,5105

0.3,0.4,1.2222222222222223,1.0,4.08599675e-10,-8.72319669e-10,0.9999999991828007,5090

0.3,0.4,1.2222222222222223,1.2222222222222223,2.88620221e-09,1.70411260e-10,0.9999999942275957,5201

0.3,0.4,1.2222222222222223,1.4444444444444444,-3.93626588e-09,3.73660916e-10,1.000000007872532,5078

0.3,0.4,1.2222222222222223,1.6666666666666665,1.05761015e-09,-1.95041028e-09,0.9999999978847801,5370

0.3,0.4,1.2222222222222223,1.8888888888888888,-1.30542220e-09,2.34259412e-09,1.0000000026108449,5450

0.3,0.4,1.2222222222222223,2.111111111111111,4.61978758e-09,-3.26876691e-10,0.9999999907604249,5139

0.3,0.4,1.2222222222222223,2.333333333333333,1.28161527e-10,-2.79353253e-09,0.9999999997436778,5055

0.3,0.4,1.2222222222222223,2.5555555555555554,-4.11078525e-09,5.18393794e-10,1.0000000082215705,5224

0.3,0.4,1.2222222222222223,2.7777777777777777,-2.14326059e-09,-2.77721400e-09,1.000000004286522,6037

0.3,0.4,1.2222222222222223,3.0,4.82275541e-09,1.62125627e-09,0.9999999903544894,5569

0.3,0.4,1.4444444444444444,1.0,-2.01021925e-09,-4.08321942e-09,1.0000000040204404,5080

0.3,0.4,1.4444444444444444,1.2222222222222223,1.83490081e-09,4.47306635e-09,0.9999999963302004,5052

0.3,0.4,1.4444444444444444,1.4444444444444444,-3.25930033e-09,3.74916921e-09,1.000000006518602,5055

0.3,0.4,1.4444444444444444,1.6666666666666665,-4.30082159e-10,4.01551743e-09,1.000000000860166,5137

0.3,0.4,1.4444444444444444,1.8888888888888888,4.72707118e-10,2.68154383e-09,0.9999999990545865,5071

0.3,0.4,1.4444444444444444,2.111111111111111,-2.20846375e-09,3.16365056e-11,1.0000000044169277,5143

0.3,0.4,1.4444444444444444,2.333333333333333,2.26278724e-09,-1.90776901e-09,0.9999999954744258,5242

0.3,0.4,1.4444444444444444,2.5555555555555554,-9.96105465e-10,2.16911581e-09,1.0000000019922113,6038

0.3,0.4,1.4444444444444444,2.7777777777777777,-1.01170041e-10,2.53392438e-09,1.0000000002023406,6803

0.3,0.4,1.4444444444444444,3.0,-1.99915985e-09,-2.21389209e-09,1.0000000039983203,5100

0.3,0.4,1.6666666666666665,1.0,4.52886234e-09,8.42421480e-10,0.9999999909422753,5038

0.3,0.4,1.6666666666666665,1.2222222222222223,4.23517953e-10,4.41866384e-09,0.999999999152966,5052

0.3,0.4,1.6666666666666665,1.4444444444444444,-2.22240664e-09,2.62093731e-09,1.000000004444814,5465

0.3,0.4,1.6666666666666665,1.6666666666666665,2.38486210e-09,-4.02040367e-10,0.9999999952302758,5076

0.3,0.4,1.6666666666666665,1.8888888888888888,-2.15731606e-09,2.55214614e-10,1.0000000043146322,5086

0.3,0.4,1.6666666666666665,2.111111111111111,2.19868328e-09,-4.57925999e-09,0.9999999956026356,5720

0.3,0.4,1.6666666666666665,2.333333333333333,2.47216700e-09,2.15572875e-09,0.9999999950556664,5959

0.3,0.4,1.6666666666666665,2.5555555555555554,-4.74541653e-09,-5.78092056e-10,1.000000009490833,5306

0.3,0.4,1.6666666666666665,2.7777777777777777,-6.63196304e-10,2.82789882e-09,1.0000000013263937,13453

0.3,0.4,1.6666666666666665,3.0,-0.01093281,0.06805611,1.4835230320376516,5502

0.3,0.4,1.8888888888888888,1.0,-1.15477412e-09,-2.65049511e-09,1.0000000023095488,5308

0.3,0.4,1.8888888888888888,1.2222222222222223,3.61038380e-09,5.64489012e-10,0.9999999927792325,5089

0.3,0.4,1.8888888888888888,1.4444444444444444,-1.39849477e-09,2.72486013e-09,1.0000000027969904,5057

0.3,0.4,1.8888888888888888,1.6666666666666665,2.29296456e-09,2.01848463e-09,0.9999999954140713,5104

0.3,0.4,1.8888888888888888,1.8888888888888888,-2.22522581e-09,1.16161198e-09,1.0000000044504518,5219

0.3,0.4,1.8888888888888888,2.111111111111111,2.12059849e-09,-9.38173273e-10,0.9999999957588032,5537

0.3,0.4,1.8888888888888888,2.333333333333333,-3.94368093e-09,-1.96093383e-09,1.0000000078873623,5807

0.3,0.4,1.8888888888888888,2.5555555555555554,6.11422798e-10,-2.29877646e-09,0.999999998777155,10489

0.3,0.4,1.8888888888888888,2.7777777777777777,0.05718989,0.01405446,0.9005198721545564,9463

0.3,0.4,1.8888888888888888,3.0,-0.03195736,-0.01370169,1.0866125469567098,7555

0.3,0.4,2.111111111111111,1.0,-7.74329472e-10,-3.13831834e-09,1.0000000015486599,5087

0.3,0.4,2.111111111111111,1.2222222222222223,-4.20253912e-09,8.50455102e-10,1.0000000084050784,5122

0.3,0.4,2.111111111111111,1.4444444444444444,2.46015393e-10,-2.50447676e-09,0.9999999995079698,5062

0.3,0.4,2.111111111111111,1.6666666666666665,2.55264114e-09,1.07161137e-09,0.9999999948947179,5803

0.3,0.4,2.111111111111111,1.8888888888888888,-3.32596855e-09,3.30468787e-09,1.0000000066519383,7319

0.3,0.4,2.111111111111111,2.111111111111111,-3.80358961e-09,1.34819202e-09,1.0000000076071796,5399

0.3,0.4,2.111111111111111,2.333333333333333,-4.36623513e-09,-2.26815628e-09,1.0000000087324707,6878

0.3,0.4,2.111111111111111,2.5555555555555554,-3.12388573,-0.32734638,10189.763041676537,8595

0.3,0.4,2.111111111111111,2.7777777777777777,0.81276144,3.03519583,563.9145412859006,14124

0.3,0.4,2.111111111111111,3.0,0.56538729,-3.09285248,1164.714932959807,7599

0.3,0.4,2.333333333333333,1.0,-4.51961383e-09,1.04737956e-09,1.0000000090392276,5065

0.3,0.4,2.333333333333333,1.2222222222222223,1.54494518e-09,3.75056290e-09,0.9999999969101111,5106

0.3,0.4,2.333333333333333,1.4444444444444444,2.33482883e-09,-3.09548948e-09,0.9999999953303434,5326

0.3,0.4,2.333333333333333,1.6666666666666665,-9.41101404e-10,-2.00394918e-09,1.0000000018822033,7917

0.3,0.4,2.333333333333333,1.8888888888888888,8.46525125e-10,2.96393584e-09,0.9999999983069507,5568

0.3,0.4,2.333333333333333,2.111111111111111,-1.92717615,-2.47800805,3842.6745474645295,5624

0.3,0.4,2.333333333333333,2.333333333333333,2.95053184,1.06599263,5840.222943345641,7712

0.3,0.4,2.333333333333333,2.5555555555555554,2.87774398,-1.20154176,8996.164068708817,5332

0.3,0.4,2.333333333333333,2.7777777777777777,2.96321877,-1.02761251,9624.0859421006,9478

0.3,0.4,2.333333333333333,3.0,0.98530913,2.99172244,408.3991928987549,11273

0.3,0.4,2.5555555555555554,1.0,-2.04083631e-10,2.18127177e-09,1.0000000004081677,5131

0.3,0.4,2.5555555555555554,1.2222222222222223,-2.20614884e-09,1.04875959e-09,1.0000000044122976,5165

0.3,0.4,2.5555555555555554,1.4444444444444444,-1.95014700e-09,2.43005844e-09,1.0000000039002945,5102

0.3,0.4,2.5555555555555554,1.6666666666666665,-3.28177091e-09,2.47557071e-09,1.0000000065635424,8305

0.3,0.4,2.5555555555555554,1.8888888888888888,1.48664832,2.76422356,30.939545258638653,5675

0.3,0.4,2.5555555555555554,2.111111111111111,0.0829867,-0.01049914,0.8711404604663908,14210

0.3,0.4,2.5555555555555554,2.333333333333333,-1.08268488e-09,4.07009162e-09,1.0000000021653712,6989

0.3,0.4,2.5555555555555554,2.5555555555555554,-3.07979685,-0.60738843,10202.575197629483,9373

0.3,0.4,2.5555555555555554,2.7777777777777777,0.23373919,-3.12267257,1010.114867537409,9767

0.3,0.4,2.5555555555555554,3.0,-0.98545977,-3.03500938,1608.8580866664154,5083

0.3,0.4,2.7777777777777777,1.0,9.71849112e-10,-3.69205544e-09,0.999999998056303,5211

0.3,0.4,2.7777777777777777,1.2222222222222223,-2.21634723e-09,-6.85679260e-10,1.0000000044326947,5073

0.3,0.4,2.7777777777777777,1.4444444444444444,-2.38489323e-09,1.54684472e-09,1.0000000047697866,5979

0.3,0.4,2.7777777777777777,1.6666666666666665,-3.76944785e-09,-5.89617711e-10,1.0000000075388957,5124

0.3,0.4,2.7777777777777777,1.8888888888888888,1.59421192,-2.70596159,2753.9506288555626,8879

0.3,0.4,2.7777777777777777,2.111111111111111,1.13357263,2.92300973,268.3297161143823,5139

0.3,0.4,2.7777777777777777,2.333333333333333,1.10421365,2.93458797,294.23633340461026,6181

0.3,0.4,2.7777777777777777,2.5555555555555554,-1.92598757,2.46349566,163.79617053096513,8732

0.3,0.4,2.7777777777777777,2.7777777777777777,2.20398878,2.22237893,695.8709649817145,6388

0.3,0.4,2.7777777777777777,3.0,-3.06605554,-0.59119316,10000.318811051242,11556

0.3,0.4,3.0,1.0,-3.94343176e-09,2.97738655e-09,1.0000000078868645,5353

0.3,0.4,3.0,1.2222222222222223,2.44514508e-09,-1.60431132e-09,0.99999999510971,6531

0.3,0.4,3.0,1.4444444444444444,9.87711702e-10,-2.77055576e-09,0.9999999980245774,14468

0.3,0.4,3.0,1.6666666666666665,0.03815396,-0.05041077,1.194161134331032,6305

0.3,0.4,3.0,1.8888888888888888,-3.08923179,0.54551067,8112.838556628141,8392

0.3,0.4,3.0,2.111111111111111,1.3726271,2.78472653,81.25073579662188,6607

0.3,0.4,3.0,2.333333333333333,-1.19720069,-2.96235743,1936.9988856402763,5416

0.3,0.4,3.0,2.5555555555555554,-2.63219732,-1.58928318,7268.39237597055,6848

0.3,0.4,3.0,2.7777777777777777,0.51643956,-3.19126103,1195.9900703189492,5038

0.3,0.4,3.0,3.0,-2.46705312,-1.96225092,6490.019887212098,5246

0.3,0.45666666666666667,1.0,1.0,1.53058171e-09,2.77297162e-09,0.9999999969388375,5545

0.3,0.45666666666666667,1.0,1.2222222222222223,-3.13632723,0.11649029,9465.062399649367,11161

0.3,0.45666666666666667,1.0,1.4444444444444444,-5.04432951e-09,-2.28751924e-11,1.0000000100886588,5082

0.3,0.45666666666666667,1.0,1.6666666666666665,5.19295149e-10,4.80952580e-09,0.999999998961412,11594

0.3,0.45666666666666667,1.0,1.8888888888888888,-3.01602321e-09,3.56473581e-09,1.0000000060320478,7768

0.3,0.45666666666666667,1.0,2.111111111111111,2.93192244e-09,3.68956236e-09,0.9999999941361564,5079

0.3,0.45666666666666667,1.0,2.333333333333333,1.97441886e-09,-1.56092611e-09,0.9999999960511625,5205

0.3,0.45666666666666667,1.0,2.5555555555555554,-8.60712256e-10,-2.32332548e-09,1.0000000017214248,5062

0.3,0.45666666666666667,1.0,2.7777777777777777,3.01247877e-09,4.21818199e-09,0.9999999939750441,5909

0.3,0.45666666666666667,1.0,3.0,1.97770438e-09,2.03501621e-09,0.9999999960445918,5148

0.3,0.45666666666666667,1.2222222222222223,1.0,9.93415758e-10,-3.89988560e-09,0.99999999801317,5100

0.3,0.45666666666666667,1.2222222222222223,1.2222222222222223,3.15922076e-09,-1.39616962e-09,0.9999999936815587,5175

0.3,0.45666666666666667,1.2222222222222223,1.4444444444444444,4.84363748e-09,7.63774735e-10,0.9999999903127251,5071

0.3,0.45666666666666667,1.2222222222222223,1.6666666666666665,8.34526773e-10,-4.47712512e-09,0.9999999983309484,6026

0.3,0.45666666666666667,1.2222222222222223,1.8888888888888888,8.43198887e-10,3.33261136e-09,0.9999999983136034,5274

0.3,0.45666666666666667,1.2222222222222223,2.111111111111111,1.52504905e-09,-3.19755186e-09,0.9999999969499028,5102

0.3,0.45666666666666667,1.2222222222222223,2.333333333333333,-1.71579029e-09,1.91693403e-09,1.0000000034315812,5382

0.3,0.45666666666666667,1.2222222222222223,2.5555555555555554,-4.91974802e-09,-8.25941054e-10,1.0000000098394959,5253

0.3,0.45666666666666667,1.2222222222222223,2.7777777777777777,-2.41936108e-09,6.20518601e-10,1.0000000048387223,5707

0.3,0.45666666666666667,1.2222222222222223,3.0,2.73566186e-09,-6.94623915e-10,0.9999999945286764,5788

0.3,0.45666666666666667,1.4444444444444444,1.0,-3.05779119e-09,-3.15742389e-09,1.0000000061155832,5046

0.3,0.45666666666666667,1.4444444444444444,1.2222222222222223,-4.66996160e-09,-2.34622652e-09,1.0000000093399235,6776

0.3,0.45666666666666667,1.4444444444444444,1.4444444444444444,0.67636953,3.06471727,679.8755769052336,6104

0.3,0.45666666666666667,1.4444444444444444,1.6666666666666665,1.54451442e-09,-2.89992897e-09,0.9999999969109721,5244

0.3,0.45666666666666667,1.4444444444444444,1.8888888888888888,-2.47245492e-09,2.02726371e-09,1.0000000049449103,5067

0.3,0.45666666666666667,1.4444444444444444,2.111111111111111,8.86256815e-10,-3.74089513e-09,0.9999999982274878,5344

0.3,0.45666666666666667,1.4444444444444444,2.333333333333333,2.74550761e-09,4.12300133e-09,0.9999999945089865,5343

0.3,0.45666666666666667,1.4444444444444444,2.5555555555555554,-1.82176449e-09,-3.87161414e-09,1.0000000036435306,6160

0.3,0.45666666666666667,1.4444444444444444,2.7777777777777777,-2.71797745e-09,-1.69969745e-09,1.000000005435955,5193

0.3,0.45666666666666667,1.4444444444444444,3.0,4.44607660e-09,8.87639594e-10,0.9999999911078469,9797

0.3,0.45666666666666667,1.6666666666666665,1.0,-3.28784460e-09,3.72336677e-09,1.0000000065756907,5837

0.3,0.45666666666666667,1.6666666666666665,1.2222222222222223,-3.35370662e-09,2.71331429e-09,1.000000006707414,5374

0.3,0.45666666666666667,1.6666666666666665,1.4444444444444444,-3.4433958e-09,-1.3076847e-10,1.0000000068867916,5177

0.3,0.45666666666666667,1.6666666666666665,1.6666666666666665,-2.08683097e-09,2.60666341e-09,1.0000000041736625,5187

0.3,0.45666666666666667,1.6666666666666665,1.8888888888888888,1.96924023e-09,-1.75292605e-09,0.9999999960615199,5139

0.3,0.45666666666666667,1.6666666666666665,2.111111111111111,-2.00884672e-09,-2.19241467e-09,1.0000000040176937,5228

0.3,0.45666666666666667,1.6666666666666665,2.333333333333333,-3.21318899e-09,-3.50831785e-10,1.000000006426378,5242

0.3,0.45666666666666667,1.6666666666666665,2.5555555555555554,1.39962375e-09,2.52423637e-09,0.9999999972007532,7021

0.3,0.45666666666666667,1.6666666666666665,2.7777777777777777,-2.10915438e-09,-2.47647355e-09,1.0000000042183095,6958

0.3,0.45666666666666667,1.6666666666666665,3.0,-0.00023941,0.02565959,1.0663200498639585,9318

0.3,0.45666666666666667,1.8888888888888888,1.0,4.87435880e-09,5.27149164e-10,0.9999999902512824,5060

0.3,0.45666666666666667,1.8888888888888888,1.2222222222222223,2.51482625e-09,3.90999973e-09,0.9999999949703491,5052

0.3,0.45666666666666667,1.8888888888888888,1.4444444444444444,-1.68423354e-10,2.60822200e-09,1.0000000003368472,5414

0.3,0.45666666666666667,1.8888888888888888,1.6666666666666665,-1.85547597e-09,-4.39905315e-09,1.000000003710954,5073

0.3,0.45666666666666667,1.8888888888888888,1.8888888888888888,-2.49490167e-09,2.30516360e-09,1.0000000049898037,5202

0.3,0.45666666666666667,1.8888888888888888,2.111111111111111,3.10393742e-09,-2.41840566e-09,0.9999999937921257,5624

0.3,0.45666666666666667,1.8888888888888888,2.333333333333333,-3.05308035e-09,-1.53923361e-09,1.0000000061061611,6162

0.3,0.45666666666666667,1.8888888888888888,2.5555555555555554,-2.43520186e-09,-1.03888466e-09,1.0000000048704036,6241

0.3,0.45666666666666667,1.8888888888888888,2.7777777777777777,0.06369911,-0.04462822,1.113690049941268,15189

0.3,0.45666666666666667,1.8888888888888888,3.0,2.05885996,-2.37398938,4374.157537824785,6381

0.3,0.45666666666666667,2.111111111111111,1.0,1.81247645e-09,-3.01379784e-09,0.9999999963750479,5156

0.3,0.45666666666666667,2.111111111111111,1.2222222222222223,5.26663718e-10,-3.35913286e-09,0.9999999989466737,5146

0.3,0.45666666666666667,2.111111111111111,1.4444444444444444,-1.26220978e-09,2.80798733e-09,1.0000000025244202,5308

0.3,0.45666666666666667,2.111111111111111,1.6666666666666665,2.67884121e-09,8.08197412e-11,0.9999999946423175,5370

0.3,0.45666666666666667,2.111111111111111,1.8888888888888888,-1.28570304e-09,3.27330420e-09,1.0000000025714073,5161

0.3,0.45666666666666667,2.111111111111111,2.111111111111111,2.31891768e-09,-9.61138081e-10,0.9999999953621647,6733

0.3,0.45666666666666667,2.111111111111111,2.333333333333333,-2.80773286,1.40483476,4211.632726190363,5737

0.3,0.45666666666666667,2.111111111111111,2.5555555555555554,1.59066717,-2.70705065,2743.2514021816723,7875

0.3,0.45666666666666667,2.111111111111111,2.7777777777777777,1.50077181,-2.75548779,2508.060684123347,9632

0.3,0.45666666666666667,2.111111111111111,3.0,0.22247365,3.10463094,933.990396820865,7631

0.3,0.45666666666666667,2.333333333333333,1.0,3.47682630e-09,-1.63809008e-09,0.9999999930463477,5241

0.3,0.45666666666666667,2.333333333333333,1.2222222222222223,1.81246765e-10,2.75819987e-09,0.9999999996375072,5110

0.3,0.45666666666666667,2.333333333333333,1.4444444444444444,-1.62214320e-09,-3.36273818e-09,1.0000000032442873,5064

0.3,0.45666666666666667,2.333333333333333,1.6666666666666665,-2.82050948e-09,-2.67951852e-09,1.0000000056410194,5117

